1691340325007,主播,Fay,北京市朝阳区富国海底世界4

1691340325344,进入,安***,来了

1691340326032,进入,b***,来了

1691340326038,进入,那***,来了

1691340326058,进入,亿***,来了

1691340327146,进入,人***,来了

1691340327182,进入,鱼***,来了

1691340327991,进入,亮***,来了

1691340328014,进入,🌈***,来了

1691340328580,进入,六***,来了

1691340328597,进入,大***,来了

1691340329242,进入,小***,来了

1691340329248,发言,丹***,周中 是2-4

1691340329811,进入,a***,来了

1691340329839,进入,碧***,来了

1691340330574,进入,吃***,来了

1691340330620,进入,鞋***,来了

1691340331180,进入,Q***,来了

1691340331784,进入,小***,来了

1691340332920,进入,英***,来了

1691340333093,进入,好***,来了

1691340333896,进入,独***,来了

1691340333983,主播,Fay,欢印独***来到我们的直播间

1691340333983,进入,k***,来了

1691340335090,进入,p***,来了

1691340335126,进入,c***,来了

1691340335108,进入,用***,来了

1691340335904,进入,炫***,来了

1691340337131,进入,李***,来了

1691340337167,进入,m***,来了

1691340338625,进入,传***,来了

1691340339758,进入,A***,来了

1691340340396,进入,w***,来了

1691340340350,进入,F***,来了

1691340340396,进入,孟***,来了

1691340340468,主播,Fay,欢印w***来到我们的直播间

1691340341709,进入,💎***,来了

1691340341731,进入,用***,来了

1691340342521,进入,楠***,来了

1691340343391,进入,回***,来了

1691340343466,进入,平***,来了

1691340343809,进入,刚***,来了

1691340344390,进入,旅***,来了

1691340345051,进入,🌸***,来了

1691340347098,进入,凯***,来了

1691340347086,进入,葫***,来了

1691340347617,进入,莺***,来了

1691340347700,进入,缘***,来了

1691340347785,主播,Fay,感谢葫***的到来

1691340348495,进入,J***,来了

1691340349079,进入,穆***,来了

1691340349724,进入,🐩***,来了

1691340349799,进入,S***,来了

1691340349829,进入,霞***,来了

1691340351699,进入,老***,来了

1691340351699,进入,落***,来了

1691340352942,进入,睿***,来了

1691340353867,进入,🦋***,来了

1691340354259,进入,y***,来了

1691340354246,进入,大***,来了

1691340354300,主播,Fay,欢印睿***来到我们的直播间

1691340355810,进入,用***,来了

1691340356960,进入,叮***,来了

1691340356918,进入,嘻***,来了

1691340358401,进入,用***,来了

1691340360278,进入,超***,来了

1691340360951,进入,龙***,来了

1691340360962,进入,柠***,来了

1691340360974,进入,C***,来了

1691340361732,主播,Fay,北京市朝阳区富国海底世界1

1691340362860,进入,好***,来了

1691340364943,进入,素***,来了

1691340365531,进入,蜜***,来了

1691340365565,进入,叮***,来了

1691340366186,进入,达***,来了

1691340366799,进入,另***,来了

1691340366845,进入,好***,来了

1691340366799,进入,夫***,来了

1691340368196,进入,魔***,来了

1691340368254,主播,Fay,欢印魔***来到我们的直播间

1691340368796,进入,用***,来了

1691340368763,进入,诺***,来了

1691340368855,进入,R***,来了

1691340369387,进入,家***,来了

1691340370766,进入,💍***,来了

1691340370866,进入,煜***,来了

1691340372192,进入,q***,来了

1691340372249,进入,彩***,来了

1691340372842,进入,🌹***,来了

1691340372977,进入,用***,来了

1691340373447,进入,大***,来了

1691340373453,进入,老***,来了

1691340373417,进入,L***,来了

1691340374717,主播,Fay,我们的直播间越来越多人咯

1691340374821,进入,疯***,来了

1691340375353,进入,喵***,来了

1691340376219,进入,L***,来了

1691340376840,进入,丽***,来了

1691340377415,发言,绰***,到第二天几点离开

1691340378005,进入,用***,来了

1691340380035,进入,黄***,来了

1691340379993,进入,京***,来了

1691340380397,主播,Fay,欢印用***来到我们的直播间

1691340380643,发言,🌈***,1号链接是什么时候约周中吗？

1691340380685,进入,用***,来了

1691340380825,进入,E***,来了

1691340381409,进入,ღ***,来了

1691340381504,进入,藏***,来了

1691340382052,进入,S***,来了

1691340382063,进入,如***,来了

1691340383469,进入,友***,来了

1691340384043,进入,春***,来了

1691340384069,进入,十***,来了

1691340384669,进入,微***,来了

1691340386089,进入,V***,来了

1691340387006,主播,Fay,欢印春***来到我们的直播间

1691340388759,进入,来***,来了

1691340390728,进入,忘***,来了

1691340391400,进入,汩***,来了

1691340391892,进入,用***,来了

1691340391926,进入,用***,来了

1691340392595,进入,f***,来了

1691340392606,进入,✨***,来了

1691340393369,进入,🌞***,来了

1691340393502,主播,Fay,北京朝阳区工体富国海底世界
夜场：17：00---20：00
白天：9：oo----20：00
白天1米以下小朋友免费，晚上1.2米以下小朋友免费
 平日夜场美人鱼：19：15
周末夜场美人鱼：17：45   19：15
1号链接是周一到周五夜场（39.9元）
2号链接是周末夜9.9元）
6号线东大桥A口出场（2号线朝阳门A口出
海狮表演、美人鱼表演、人鲨共舞，黄金风暴表演、海底魔术表演

1691340394008,进入,三***,来了

1691340394036,进入,我***,来了

1691340394608,进入,燕***,来了

1691340395230,进入,七***,来了

1691340395341,进入,萍***,来了

1691340395981,进入,用***,来了

1691340396020,进入,咸***,来了

1691340397305,进入,匆***,来了

1691340397832,进入,孤***,来了

1691340398487,进入,西***,来了

1691340398526,进入,颖***,来了

1691340399291,进入,大***,来了

1691340399268,进入,风***,来了

1691340399349,进入,猪***,来了

1691340400500,进入,美***,来了

1691340401929,进入,小***,来了

1691340402501,进入,小***,来了

1691340403919,进入,M***,来了

1691340403954,进入,山***,来了

1691340404543,进入,安***,来了

